Dia;       Tuesday, 07. February 2023;  Hora de Inicio;    07:55:37
09:27:04; 22.40; 16.00;  0
09:28:04; 22.30; 16.00;  0
09:29:05; 22.40; 16.00;  0
09:30:05; 22.40; 16.00;  0
09:31:05; 22.50; 16.00;  0
09:32:06; 22.40; 16.00;  0
09:33:06; 22.40; 16.00;  0
09:34:07; 22.40; 16.00;  0
09:35:07; 22.50; 16.00;  0
09:36:08; 22.50; 16.00;  0
09:37:08; 22.40; 16.00;  0
09:38:09; 22.50; 16.00;  0
09:39:09; 22.50; 15.00;  0
09:40:10; 22.40; 16.00;  0
09:41:10; 22.50; 15.00;  0
09:42:11; 22.60; 15.00;  0
09:43:11; 22.50; 15.00;  0
09:44:12; 22.60; 16.00;  0
09:45:12; 22.60; 15.00;  0
09:46:12; 22.60; 15.00;  0
09:47:13; 22.60; 15.00;  0
09:48:13; 22.60; 15.00;  0
09:49:14; 22.60; 15.00;  0
09:50:14; 22.60; 15.00;  0
09:51:15; 22.60; 15.00;  0
09:52:15; 22.60; 15.00;  0
09:53:16; 22.60; 15.00;  0
09:54:16; 22.70; 14.00;  0
09:55:17; 22.60; 15.00;  0
09:56:17; 22.70; 15.00;  0
09:57:18; 22.70; 14.00;  0
09:58:18; 22.70; 15.00;  0
09:59:19; 22.70; 15.00;  0
10:00:19; 22.70; 15.00;  0
10:01:19; 22.80; 15.00;  0
10:02:20; 22.70; 14.00;  0
10:03:20; 22.70; 15.00;  0
10:04:21; 22.70; 15.00;  0
10:05:21; 22.80; 15.00;  0
10:06:22; 22.80; 15.00;  0
10:07:22; 22.80; 14.00;  0
10:08:23; 22.80; 14.00;  0
10:09:23; 22.90; 14.00;  0
10:10:24; 22.90; 14.00;  0
10:11:24; 22.90; 14.00;  0
10:12:25; 22.90; 14.00;  0
10:13:25; 22.90; 14.00;  0
10:14:26; 22.90; 14.00;  0
10:15:26; 23.00; 14.00;  0
10:16:26; 23.00; 14.00;  0
10:17:27; 23.00; 13.00;  1
10:18:27; 23.00; 14.00;  0
10:19:28; 23.10; 15.00;  0
10:20:28; 23.00; 14.00;  0
10:21:29; 23.10; 14.00;  0
10:22:29; 23.10; 14.00;  0
10:23:30; 23.10; 13.00;  1
10:24:30; 23.10; 14.00;  0
10:25:31; 23.10; 13.00;  1
10:26:31; 23.10; 13.00;  1
10:27:32; 23.10; 13.00;  1
10:28:32; 23.10; 13.00;  1
10:29:33; 23.10; 13.00;  1
10:30:33; 23.10; 13.00;  1
10:31:33; 23.10; 13.00;  1
10:32:34; 23.00; 13.00;  1
10:33:34; 23.10; 13.00;  1
10:34:35; 23.10; 13.00;  1
10:35:35; 23.10; 13.00;  1
10:36:36; 23.10; 13.00;  1
10:37:36; 23.10; 13.00;  1
10:38:37; 23.10; 13.00;  1
10:39:37; 23.10; 13.00;  1
10:40:38; 23.10; 13.00;  1
10:41:38; 23.00; 13.00;  1
10:42:39; 23.10; 13.00;  1
10:43:39; 23.10; 13.00;  1
10:44:40; 23.10; 13.00;  1
10:45:40; 23.20; 13.00;  1
10:46:40; 23.20; 13.00;  1
10:47:41; 23.10; 13.00;  1
10:48:41; 23.20; 13.00;  1
10:49:42; 23.20; 12.00;  1
10:50:42; 23.30; 12.00;  1
10:51:43; 23.30; 12.00;  1
10:52:43; 23.20; 12.00;  1
10:53:44; 23.30; 12.00;  1
10:54:44; 23.30; 12.00;  1
10:55:45; 23.30; 12.00;  1
10:56:45; 23.30; 12.00;  1
10:57:46; 23.30; 12.00;  1
10:58:46; 23.40; 12.00;  1
10:59:47; 23.30; 12.00;  1
11:00:47; 23.30; 12.00;  1
11:01:47; 23.30; 13.00;  1
11:02:48; 23.40; 12.00;  1
11:03:48; 23.40; 13.00;  1
11:04:49; 23.40; 12.00;  1
11:05:49; 23.50; 12.00;  1
11:06:50; 23.40; 12.00;  1
11:07:50; 23.40; 12.00;  1
11:08:51; 23.40; 12.00;  1
11:09:51; 23.40; 12.00;  1
11:10:52; 23.40; 11.00;  1
11:11:52; 23.50; 11.00;  1
11:12:53; 23.40; 11.00;  1
11:13:53; 23.50; 11.00;  1
11:14:54; 23.50; 11.00;  1
11:15:54; 23.40; 11.00;  1
11:16:54; 23.40; 11.00;  1
11:17:55; 23.40; 11.00;  1
11:18:55; 23.40; 11.00;  1
11:19:56; 23.30; 12.00;  1
11:20:56; 23.30; 11.00;  1
11:21:57; 23.40; 11.00;  1
11:22:57; 23.40; 12.00;  1
11:23:58; 23.40; 12.00;  1
11:24:58; 23.40; 11.00;  1
11:25:59; 23.30; 11.00;  1
11:26:59; 23.30; 11.00;  1
11:28:00; 23.40; 12.00;  1
11:29:01; 23.50; 12.00;  1
11:30:01; 23.50; 11.00;  1
11:31:01; 23.40; 12.00;  1
11:32:02; 23.40; 11.00;  1
11:33:02; 23.40; 11.00;  1
11:34:03; 23.40; 11.00;  1
11:35:03; 23.40; 11.00;  1
11:36:04; 23.50; 13.00;  1
11:37:04; 23.50; 11.00;  1
11:38:05; 23.50; 11.00;  1
11:39:05; 23.50; 11.00;  1
11:40:06; 23.50; 11.00;  1
11:41:06; 23.40; 12.00;  1
11:42:07; 23.50; 11.00;  1
11:43:07; 23.60; 11.00;  1
11:44:08; 23.50; 11.00;  1
11:45:08; 23.50; 11.00;  1
11:46:08; 23.50; 11.00;  1
11:47:09; 23.60; 11.00;  1
11:48:09; 23.50; 11.00;  1
11:49:10; 23.50; 11.00;  1
11:50:10; 23.60; 11.00;  1
11:51:11; 23.70; 11.00;  1
11:52:11; 23.80; 10.00;  1
11:53:12; 23.60; 10.00;  1
11:54:12; 23.60; 10.00;  1
11:55:13; 23.60; 10.00;  1
11:56:13; 23.60; 11.00;  1
11:57:14; 23.80; 11.00;  1
11:58:14; 23.80; 11.00;  1
11:59:15; 23.70; 11.00;  1
12:00:15; 23.60; 11.00;  1
12:01:15; 23.70; 10.00;  1
12:02:16; 23.80; 11.00;  1
12:03:16; 23.70; 11.00;  1
12:04:17; 23.80; 11.00;  1
12:05:17; 23.80; 10.00;  1
12:06:18; 23.70; 10.00;  1
12:07:18; 23.70; 10.00;  1
12:08:19; 23.70; 11.00;  1
12:09:19; 23.70; 10.00;  1
12:10:20; 23.80; 11.00;  1
12:11:20; 23.70; 10.00;  1
12:12:21; 23.70; 10.00;  1
12:13:21; 23.70; 10.00;  1
12:14:22; 23.70; 10.00;  1
12:15:22; 23.80; 10.00;  1
12:16:22; 23.70; 10.00;  1
12:17:23; 23.70; 10.00;  1
12:18:23; 23.80; 10.00;  1
12:19:24; 23.90; 11.00;  1
12:20:24; 23.90; 10.00;  1
12:21:25; 23.90; 11.00;  1
12:22:25; 23.90; 10.00;  1
12:23:26; 23.90; 10.00;  1
12:24:26; 23.80; 10.00;  1
12:25:27; 23.90; 10.00;  1
12:26:27; 23.90; 10.00;  1
12:27:28; 23.90; 10.00;  1
12:28:28; 23.90; 10.00;  1
12:29:29; 24.00; 10.00;  1
12:30:29; 24.00; 10.00;  1
12:31:29; 23.90; 10.00;  1
12:32:30; 24.10; 10.00;  1
12:33:30; 24.10; 10.00;  1
12:34:31; 24.20; 10.00;  1
12:35:31; 24.20; 10.00;  1
12:36:32; 24.20; 10.00;  1
12:37:32; 24.20; 9.00;  1
12:38:33; 24.10; 9.00;  1
12:39:33; 24.10; 9.00;  1
12:40:34; 24.10; 9.00;  1
12:41:34; 24.20; 9.00;  1
12:42:35; 24.20; 10.00;  1
12:43:35; 24.20; 10.00;  1
12:44:36; 24.20; 9.00;  1
12:45:36; 24.30; 10.00;  1
12:46:36; 24.30; 9.00;  1
12:47:37; 24.40; 9.00;  1
12:48:37; 24.20; 9.00;  1
12:49:38; 24.30; 10.00;  1
12:50:38; 24.30; 9.00;  1
12:51:39; 24.30; 10.00;  1
12:52:39; 24.30; 9.00;  1
12:53:40; 24.30; 9.00;  1
12:54:40; 24.40; 9.00;  1
12:55:41; 24.30; 9.00;  1
12:56:41; 24.30; 9.00;  1
12:57:42; 24.30; 9.00;  1
12:58:42; 24.30; 9.00;  1
12:59:43; 24.20; 9.00;  1
13:00:43; 24.20; 9.00;  1
13:01:43; 24.30; 9.00;  1
13:02:44; 24.30; 8.00;  1
13:03:44; 24.30; 9.00;  1
13:04:45; 24.30; 8.00;  1
13:05:45; 24.30; 8.00;  1
13:06:46; 24.40; 8.00;  1
13:07:46; 24.40; 9.00;  1
13:08:47; 24.30; 8.00;  1
13:09:47; 24.40; 9.00;  1
13:10:48; 24.40; 8.00;  1
13:11:48; 24.30; 9.00;  1
13:12:49; 24.40; 9.00;  1
13:13:49; 24.50; 9.00;  1
13:14:50; 24.60; 8.00;  1
13:15:50; 24.60; 8.00;  1
13:16:50; 24.60; 8.00;  1
13:17:51; 24.50; 8.00;  1
13:18:51; 24.40; 8.00;  1
13:19:52; 24.40; 8.00;  1
13:20:52; 24.40; 8.00;  1
13:21:53; 24.30; 8.00;  1
13:22:53; 24.30; 8.00;  1
13:23:54; 24.30; 8.00;  1
13:24:54; 24.30; 8.00;  1
13:25:55; 24.30; 9.00;  1
13:26:55; 24.30; 8.00;  1
13:27:56; 24.30; 8.00;  1
13:28:56; 24.40; 8.00;  1
13:29:57; 24.40; 8.00;  1
13:30:57; 24.50; 8.00;  1
13:31:57; 24.40; 8.00;  1
13:32:58; 24.40; 8.00;  1
13:33:58; 24.40; 8.00;  1
13:34:59; 24.60; 9.00;  1
13:35:59; 24.60; 8.00;  1
13:37:00; 24.70; 8.00;  1
13:38:01; 24.60; 8.00;  1
13:39:01; 24.70; 8.00;  1
13:40:02; 24.60; 8.00;  1
13:41:02; 24.60; 8.00;  1
13:42:03; 24.60; 8.00;  1
13:43:03; 24.60; 8.00;  1
13:44:04; 24.60; 8.00;  1
13:45:04; 24.60; 8.00;  1
13:46:04; 24.60; 7.00;  1
13:47:05; 24.60; 7.00;  1
13:48:05; 24.70; 7.00;  1
13:49:06; 24.70; 7.00;  1
13:50:06; 24.70; 7.00;  1
13:51:07; 24.70; 7.00;  1
13:52:07; 24.80; 7.00;  1
13:53:08; 24.80; 7.00;  1
13:54:08; 24.70; 7.00;  1
13:55:09; 24.70; 7.00;  1
13:56:09; 24.80; 7.00;  1
13:57:10; 24.80; 7.00;  1
13:58:10; 24.80; 7.00;  1
13:59:11; 24.70; 7.00;  1
14:00:11; 24.80; 7.00;  1
14:01:11; 24.70; 7.00;  1
14:02:12; 24.70; 7.00;  1
14:03:12; 24.70; 7.00;  1
14:04:13; 24.70; 7.00;  1
14:05:13; 24.70; 7.00;  1
14:06:14; 24.60; 7.00;  1
14:07:14; 24.70; 7.00;  1
14:08:15; 24.70; 7.00;  1
14:09:15; 24.70; 7.00;  1
14:10:16; 24.70; 7.00;  1
14:11:16; 24.80; 7.00;  1
14:12:17; 24.70; 7.00;  1
14:13:17; 24.60; 7.00;  1
14:14:18; 24.60; 7.00;  1
14:15:18; 24.60; 8.00;  1
14:16:18; 24.50; 8.00;  1
14:17:19; 24.50; 7.00;  1
14:18:19; 24.50; 8.00;  1
14:19:20; 24.40; 7.00;  1
14:20:20; 24.40; 8.00;  1
14:21:21; 24.50; 8.00;  1
14:22:21; 24.40; 8.00;  1
14:23:22; 24.40; 8.00;  1
14:24:22; 24.50; 8.00;  1
14:25:23; 24.50; 8.00;  1
14:26:23; 24.60; 8.00;  1
14:27:24; 24.50; 8.00;  1
14:28:24; 24.60; 8.00;  1
14:29:25; 24.50; 8.00;  1
14:30:25; 24.60; 8.00;  1
14:31:25; 24.60; 8.00;  1
14:32:26; 24.60; 8.00;  1
14:33:26; 24.60; 8.00;  1
14:34:27; 24.60; 8.00;  1
14:35:27; 24.40; 10.00;  1
14:36:28; 24.40; 11.00;  1
14:37:28; 24.40; 10.00;  1
14:38:29; 24.40; 10.00;  1
14:39:29; 24.30; 9.00;  1
14:40:30; 24.40; 9.00;  1
14:41:30; 24.40; 9.00;  1
14:42:31; 24.40; 8.00;  1
14:43:31; 24.40; 10.00;  1
14:44:32; 24.40; 9.00;  1
14:45:32; 24.30; 8.00;  1
14:46:32; 24.40; 9.00;  1
14:47:33; 24.30; 8.00;  1
14:48:33; 24.30; 8.00;  1
14:49:34; 24.30; 8.00;  1
14:50:34; 24.30; 8.00;  1
14:51:35; 24.30; 8.00;  1
14:52:35; 24.20; 9.00;  1
14:53:36; 24.20; 9.00;  1
14:54:36; 24.30; 10.00;  1
14:55:37; 24.20; 10.00;  1
14:56:37; 24.30; 10.00;  1
14:57:38; 24.20; 10.00;  1
14:58:38; 24.30; 10.00;  1
14:59:39; 24.40; 11.00;  1
15:00:39; 24.40; 9.00;  1
15:01:39; 24.40; 10.00;  1
15:02:40; 24.40; 9.00;  1
15:03:40; 24.50; 10.00;  1
15:04:41; 24.40; 9.00;  1
15:05:41; 24.50; 9.00;  1
15:06:42; 24.50; 9.00;  1
15:07:42; 24.50; 9.00;  1
15:08:43; 24.40; 9.00;  1
15:09:43; 24.40; 9.00;  1
15:10:44; 24.40; 9.00;  1
15:11:44; 24.40; 9.00;  1
15:12:45; 24.40; 9.00;  1
15:13:45; 24.40; 9.00;  1
15:14:46; 24.40; 9.00;  1
15:15:46; 24.40; 9.00;  1
15:16:46; 24.40; 9.00;  1
15:17:47; 24.40; 9.00;  1
15:18:47; 24.40; 9.00;  1
15:19:48; 24.40; 9.00;  1
15:20:48; 24.30; 10.00;  1
