Dia;       Monday, 11. July 2022;  Hora de Inicio;    10:05:43
10:07:20; 21.20; 62.00;  0
10:07:21; 21.20; 62.00;  0
10:07:22; 21.20; 62.00;  0
10:07:23; 21.20; 62.00;  0
10:07:24; 21.20; 62.00;  0
10:07:25; 21.20; 62.00;  0
10:07:26; 21.20; 62.00;  0
10:07:27; 21.20; 62.00;  0
10:07:28; 21.20; 62.00;  0
10:07:29; 21.20; 62.00;  0
10:07:30; 21.20; 62.00;  0
10:07:31; 21.20; 62.00;  0
10:07:32; 21.20; 62.00;  0
10:07:33; 21.20; 62.00;  0
10:07:34; 21.20; 62.00;  0
10:07:34; 21.20; 62.00;  0
10:07:35; 21.20; 62.00;  0
10:07:37; 21.20; 62.00;  0
10:07:38; 21.20; 62.00;  0
10:07:39; 21.20; 62.00;  0
10:07:40; 21.20; 62.00;  0
10:07:41; 21.20; 62.00;  0
10:07:42; 21.20; 62.00;  0
10:07:43; 21.20; 62.00;  0
10:07:44; 21.20; 62.00;  0
10:07:45; 21.20; 62.00;  0
10:07:46; 21.20; 62.00;  0
10:07:47; 21.20; 62.00;  0
10:07:48; 21.20; 62.00;  0
10:07:49; 21.20; 62.00;  0
10:07:50; 21.20; 62.00;  0
10:07:51; 21.20; 62.00;  0
10:07:52; 21.20; 62.00;  0
10:07:53; 21.20; 62.00;  0
10:07:54; 21.20; 62.00;  0
10:07:55; 21.20; 62.00;  0
10:07:56; 21.20; 62.00;  0
10:07:57; 21.20; 62.00;  0
10:07:58; 21.20; 62.00;  0
10:07:59; 21.20; 62.00;  0
10:08:00; 21.20; 62.00;  0
10:08:01; 21.20; 62.00;  0
10:08:02; 21.20; 62.00;  0
10:08:03; 21.20; 62.00;  0
10:08:04; 21.20; 62.00;  0
10:08:05; 21.20; 62.00;  0
10:08:06; 21.20; 62.00;  0
10:08:07; 21.20; 62.00;  0
10:08:08; 21.20; 62.00;  0
10:08:09; 21.20; 62.00;  0
10:08:10; 21.20; 62.00;  0
10:08:11; 21.20; 62.00;  0
10:08:12; 21.20; 62.00;  0
10:08:13; 21.20; 62.00;  0
10:08:14; 21.20; 62.00;  0
10:08:15; 21.20; 62.00;  0
10:08:16; 21.20; 62.00;  0
10:08:17; 21.20; 62.00;  0
10:08:18; 21.20; 62.00;  0
10:08:19; 21.20; 62.00;  0
10:08:20; 21.20; 62.00;  0
10:08:21; 21.20; 62.00;  0
10:08:22; 21.20; 62.00;  0
10:08:23; 21.20; 62.00;  0
10:08:24; 21.20; 62.00;  0
10:08:25; 21.20; 62.00;  0
10:08:26; 21.20; 62.00;  0
10:08:27; 21.20; 62.00;  0
10:08:28; 21.10; 62.00;  0
10:08:29; 21.10; 62.00;  0
10:08:30; 21.10; 62.00;  0
10:08:31; 21.10; 62.00;  0
10:08:32; 21.10; 62.00;  0
10:08:33; 21.10; 62.00;  0
10:08:34; 21.10; 62.00;  0
10:08:35; 21.10; 62.00;  0
10:08:36; 21.10; 62.00;  0
10:08:37; 21.10; 62.00;  0
10:08:38; 21.10; 62.00;  0
10:08:39; 21.10; 62.00;  0
10:08:40; 21.10; 62.00;  0
10:08:42; 21.10; 62.00;  0
10:08:43; 21.10; 62.00;  0
10:08:44; 21.10; 62.00;  0
10:08:45; 21.10; 62.00;  0
10:08:46; 21.10; 62.00;  0
10:08:47; 21.10; 62.00;  0
10:08:47; 21.10; 62.00;  0
10:08:49; 21.10; 62.00;  0
10:08:49; 21.10; 62.00;  0
10:08:50; 21.10; 62.00;  0
10:08:51; 21.10; 62.00;  0
10:08:52; 21.10; 62.00;  0
10:08:53; 21.10; 62.00;  0
10:08:54; 21.10; 62.00;  0
10:08:55; 21.10; 62.00;  0
10:08:56; 21.10; 62.00;  0
10:08:57; 21.10; 62.00;  0
10:08:58; 21.10; 62.00;  0
10:08:59; 21.10; 62.00;  0
10:09:00; 21.10; 62.00;  0
10:09:01; 21.10; 62.00;  0
10:09:02; 21.10; 62.00;  0
10:09:03; 21.10; 62.00;  0
10:09:04; 21.10; 62.00;  0
10:09:05; 21.10; 62.00;  0
10:09:06; 21.10; 62.00;  0
10:09:07; 21.10; 62.00;  0
10:09:08; 21.10; 62.00;  0
10:09:09; 21.10; 62.00;  0
10:09:10; 21.10; 62.00;  0
10:09:11; 21.10; 62.00;  0
10:09:12; 21.10; 62.00;  0
10:09:13; 21.10; 62.00;  0
10:09:14; 21.10; 62.00;  0
10:09:15; 21.10; 62.00;  0
10:09:16; 21.10; 62.00;  0
10:09:17; 21.10; 62.00;  0
10:09:18; 21.10; 62.00;  0
10:09:19; 21.10; 62.00;  0
10:09:20; 21.10; 62.00;  0
10:09:21; 21.10; 62.00;  0
10:09:22; 21.10; 62.00;  0
10:09:23; 21.10; 62.00;  0
10:09:24; 21.10; 63.00;  0
10:09:25; 21.10; 63.00;  0
10:09:26; 21.10; 62.00;  0
10:09:27; 21.10; 62.00;  0
10:09:28; 21.10; 62.00;  0
10:09:29; 21.10; 62.00;  0
10:09:30; 21.10; 62.00;  0
10:09:31; 21.10; 62.00;  0
10:09:32; 21.10; 62.00;  0
10:09:33; 21.10; 62.00;  0
10:09:34; 21.10; 63.00;  0
10:09:35; 21.10; 63.00;  0
10:09:36; 21.10; 63.00;  0
10:09:37; 21.10; 63.00;  0
10:09:38; 21.10; 62.00;  0
10:09:39; 21.10; 62.00;  0
10:09:40; 21.10; 63.00;  0
10:09:41; 21.10; 63.00;  0
10:09:42; ERROR ;ERROR ;0
10:09:43; ERROR ;ERROR ;0
10:09:44; 21.20; 64.00;  0
10:09:45; 21.20; 64.00;  0
10:09:47; 21.10; 61.00;  0
10:09:48; 21.10; 61.00;  0
10:09:49; 21.10; 63.00;  0
10:09:50; 21.10; 63.00;  0
10:09:51; 21.10; 63.00;  0
10:09:52; 21.10; 63.00;  0
10:09:53; 21.10; 63.00;  0
10:09:54; 21.10; 63.00;  0
10:09:55; 21.10; 63.00;  0
10:09:56; 21.10; 63.00;  0
10:09:57; 21.10; 63.00;  0
10:09:58; 21.10; 63.00;  0
10:09:59; 21.10; 63.00;  0
10:10:00; 21.10; 63.00;  0
10:10:01; 21.10; 63.00;  0
10:10:02; 21.10; 63.00;  0
10:10:03; 21.10; 63.00;  0
10:10:04; 21.10; 63.00;  0
10:10:05; 21.10; 63.00;  0
10:10:05; 21.10; 63.00;  0
10:10:06; 21.10; 63.00;  0
10:10:07; 21.10; 63.00;  0
10:10:08; 21.10; 63.00;  0
10:10:09; 21.10; 63.00;  0
10:10:10; 21.10; 63.00;  0
10:10:11; 21.10; 63.00;  0
10:10:12; 21.10; 63.00;  0
10:10:13; 21.10; 63.00;  0
10:10:14; 21.10; 63.00;  0
10:10:15; 21.10; 63.00;  0
10:10:16; 21.10; 63.00;  0
10:10:17; 21.10; 63.00;  0
10:10:18; 21.10; 63.00;  0
10:10:19; 21.10; 63.00;  0
10:10:20; 21.10; 63.00;  0
10:10:21; 21.10; 63.00;  0
10:10:22; 21.10; 63.00;  0
10:10:23; 21.10; 63.00;  0
10:10:24; 21.10; 63.00;  0
10:10:25; 21.10; 63.00;  0
10:10:26; 21.10; 63.00;  0
10:10:27; 21.10; 63.00;  0
10:10:28; 21.10; 63.00;  0
10:10:29; 21.10; 63.00;  0
10:10:30; 21.10; 63.00;  0
10:10:31; 21.10; 63.00;  0
10:10:32; 21.10; 63.00;  0
10:10:33; 21.10; 63.00;  0
10:10:34; 21.10; 63.00;  0
10:10:35; 21.10; 63.00;  0
10:10:36; 21.10; 63.00;  0
10:10:37; 21.10; 63.00;  0
10:10:38; 21.10; 63.00;  0
10:10:39; 21.10; 63.00;  0
10:10:40; 21.10; 63.00;  0
10:10:41; 21.10; 63.00;  0
10:10:42; 21.10; 63.00;  0
10:10:43; 21.10; 63.00;  0
10:10:44; 21.10; 63.00;  0
10:10:45; 21.10; 63.00;  0
10:10:46; 21.10; 63.00;  0
10:10:47; 21.10; 63.00;  0
10:10:48; 21.00; 63.00;  0
10:10:49; 21.00; 63.00;  0
10:10:50; 21.10; 63.00;  0
10:10:51; 21.10; 63.00;  0
10:10:52; 21.00; 63.00;  0
10:10:53; 21.00; 63.00;  0
10:10:54; 21.00; 63.00;  0
10:10:55; 21.00; 63.00;  0
10:10:56; 21.00; 63.00;  0
10:10:57; 21.00; 63.00;  0
10:10:58; 21.00; 63.00;  0
10:10:59; 21.00; 63.00;  0
10:11:00; 21.00; 63.00;  0
10:11:01; 21.00; 63.00;  0
10:11:02; 21.00; 63.00;  0
10:11:03; 21.00; 63.00;  0
10:11:04; 21.00; 63.00;  0
10:11:05; 21.00; 63.00;  0
10:11:06; 21.00; 63.00;  0
10:11:07; 21.00; 63.00;  0
10:11:08; 21.00; 63.00;  0
10:11:09; 21.00; 63.00;  0
10:11:10; 21.00; 63.00;  0
10:11:11; 21.00; 63.00;  0
10:11:12; 21.00; 63.00;  0
10:11:13; 21.00; 63.00;  0
10:11:14; 21.00; 63.00;  0
10:11:15; 21.00; 63.00;  0
10:11:16; 21.00; 63.00;  0
10:11:17; 21.00; 63.00;  0
10:11:18; 21.00; 63.00;  0
10:11:20; 21.00; 63.00;  0
10:11:21; 21.00; 63.00;  0
10:11:22; 21.00; 63.00;  0
10:11:23; 21.00; 63.00;  0
10:11:24; 21.00; 63.00;  0
10:11:25; 21.00; 63.00;  0
10:11:26; 21.00; 63.00;  0
10:11:27; 21.00; 63.00;  0
10:11:28; 21.00; 63.00;  0
10:11:29; 21.00; 63.00;  0
10:11:30; 21.00; 63.00;  0
10:11:31; 21.00; 63.00;  0
10:11:32; 21.00; 63.00;  0
10:11:33; 21.00; 63.00;  0
10:11:34; 21.00; 63.00;  0
10:11:35; 21.00; 63.00;  0
10:11:36; 21.00; 63.00;  0
10:11:37; 21.00; 63.00;  0
10:11:38; 21.00; 63.00;  0
10:11:39; 21.00; 63.00;  0
10:11:40; 21.00; 63.00;  0
10:11:41; 21.00; 63.00;  0
10:11:42; 21.00; 63.00;  0
10:11:43; 21.00; 63.00;  0
10:11:44; 21.00; 63.00;  0
10:11:45; 21.00; 63.00;  0
10:11:46; 21.00; 63.00;  0
10:11:47; 21.00; 63.00;  0
10:11:48; 21.00; 63.00;  0
10:11:49; 21.00; 63.00;  0
10:11:50; 21.00; 63.00;  0
10:11:51; 21.00; 63.00;  0
10:11:52; 21.00; 63.00;  0
10:11:53; 21.00; 63.00;  0
10:11:54; 21.00; 63.00;  0
10:11:55; 21.00; 63.00;  0
10:11:56; 21.00; 63.00;  0
10:11:57; 21.00; 63.00;  0
10:11:58; 21.00; 63.00;  0
10:11:59; 21.00; 63.00;  0
10:12:00; 21.00; 63.00;  0
10:12:01; 21.00; 63.00;  0
10:12:02; 21.00; 63.00;  0
10:12:03; 21.00; 63.00;  0
10:12:04; 21.00; 63.00;  0
10:12:05; 21.00; 63.00;  0
10:12:06; 21.00; 63.00;  0
10:12:07; 21.00; 63.00;  0
10:12:08; 21.00; 63.00;  0
10:12:09; 20.90; 64.00;  0
10:12:10; 20.90; 64.00;  0
10:12:11; 20.90; 63.00;  0
10:12:12; 20.90; 63.00;  0
10:12:13; 20.90; 63.00;  0
10:12:13; 20.90; 63.00;  0
10:12:15; 20.90; 63.00;  0
10:12:15; 20.90; 63.00;  0
10:12:16; 20.90; 63.00;  0
10:12:17; 20.90; 63.00;  0
10:12:18; 20.90; 64.00;  0
10:12:19; 20.90; 64.00;  0
10:12:20; 20.90; 64.00;  0
10:12:21; 20.90; 64.00;  0
10:12:22; 20.90; 64.00;  0
10:12:23; 20.90; 64.00;  0
10:12:24; 20.90; 64.00;  0
10:12:25; 20.90; 64.00;  0
10:12:26; 20.90; 64.00;  0
10:12:27; 20.90; 64.00;  0
10:12:28; 20.90; 64.00;  0
10:12:29; 20.90; 64.00;  0
10:12:30; 20.90; 64.00;  0
10:12:31; 20.90; 64.00;  0
10:12:32; 20.90; 64.00;  0
10:12:33; 20.90; 64.00;  0
10:12:34; 20.90; 64.00;  0
10:12:35; 20.90; 64.00;  0
10:12:36; 20.90; 64.00;  0
10:12:37; 20.90; 64.00;  0
10:12:38; 20.90; 64.00;  0
10:12:39; 20.90; 64.00;  0
10:12:40; 20.90; 64.00;  0
10:12:41; 20.90; 64.00;  0
10:12:42; 20.90; 64.00;  0
10:12:43; 20.90; 64.00;  0
10:12:44; 20.90; 64.00;  0
10:12:45; 20.90; 64.00;  0
10:12:46; 20.90; 64.00;  0
10:12:47; 20.90; 64.00;  0
10:12:48; 20.90; 64.00;  0
10:12:49; 20.90; 64.00;  0
10:12:50; 20.90; 64.00;  0
10:12:51; 20.90; 64.00;  0
10:12:52; 20.90; 64.00;  0
10:12:53; 20.90; 64.00;  0
10:12:54; 20.90; 64.00;  0
10:12:55; 20.90; 64.00;  0
10:12:56; 20.90; 64.00;  0
10:12:57; 20.90; 64.00;  0
10:12:58; 20.90; 64.00;  0
10:12:59; 20.90; 64.00;  0
10:13:00; 20.90; 64.00;  0
10:13:01; 20.90; 64.00;  0
10:13:02; 20.90; 64.00;  0
10:13:03; 20.90; 64.00;  0
10:13:04; 20.90; 64.00;  0
10:13:05; 20.90; 64.00;  0
10:13:06; 20.90; 64.00;  0
10:13:07; 20.90; 64.00;  0
10:13:08; 20.90; 64.00;  0
10:13:09; 20.90; 64.00;  0
10:13:10; 20.90; 64.00;  0
10:13:11; 20.90; 64.00;  0
10:13:12; 20.90; 64.00;  0
10:13:13; 20.90; 64.00;  0
10:13:14; 20.90; 64.00;  0
10:13:15; 20.90; 64.00;  0
10:13:16; 20.90; 64.00;  0
10:13:17; 20.90; 64.00;  0
10:13:18; 20.90; 64.00;  0
10:13:19; 20.90; 64.00;  0
10:13:20; 20.90; 64.00;  0
10:13:21; 20.90; 64.00;  0
10:13:22; 20.90; 64.00;  0
10:13:23; 20.90; 64.00;  0
10:13:24; 20.90; 64.00;  0
10:13:25; 20.90; 64.00;  0
10:13:27; 20.90; 64.00;  0
10:13:28; 20.90; 64.00;  0
10:13:29; 20.90; 64.00;  0
10:13:30; 20.90; 64.00;  0
10:13:31; 20.90; 64.00;  0
10:13:32; 20.90; 64.00;  0
10:13:33; 20.90; 64.00;  0
10:13:34; 20.90; 64.00;  0
10:13:35; 20.90; 64.00;  0
10:13:36; 20.90; 64.00;  0
10:13:37; 20.90; 64.00;  0
10:13:38; 20.90; 64.00;  0
10:13:39; 20.90; 64.00;  0
10:13:40; 20.90; 64.00;  0
10:13:41; 20.90; 64.00;  0
10:13:42; 20.90; 64.00;  0
10:13:43; 20.90; 64.00;  0
10:13:44; 20.90; 64.00;  0
10:13:45; 20.90; 64.00;  0
10:13:46; 20.90; 64.00;  0
10:13:47; 20.90; 64.00;  0
10:13:48; 20.90; 64.00;  0
10:13:49; 20.90; 64.00;  0
10:13:50; 20.90; 64.00;  0
10:13:51; 20.90; 64.00;  0
10:13:52; 20.90; 64.00;  0
10:13:53; 20.90; 64.00;  0
10:13:54; 20.90; 64.00;  0
10:13:55; 20.90; 64.00;  0
10:13:56; 20.90; 64.00;  0
10:13:57; 20.90; 64.00;  0
10:13:58; 20.90; 64.00;  0
10:13:59; 20.90; 64.00;  0
10:14:00; 20.90; 64.00;  0
10:14:01; 20.90; 64.00;  0
10:14:02; 20.90; 64.00;  0
10:14:03; 20.90; 64.00;  0
10:14:04; 20.90; 64.00;  0
10:14:05; 20.90; 64.00;  0
10:14:06; 20.90; 64.00;  0
10:14:07; 20.90; 64.00;  0
10:14:08; 20.90; 64.00;  0
10:14:09; 20.90; 64.00;  0
10:14:10; 20.90; 64.00;  0
10:14:11; 20.90; 64.00;  0
10:14:12; 20.90; 64.00;  0
10:14:13; 20.90; 64.00;  0
10:14:14; 20.90; 64.00;  0
10:14:15; 20.90; 64.00;  0
10:14:16; 20.90; 64.00;  0
10:14:17; 20.90; 64.00;  0
10:14:18; 20.90; 64.00;  0
10:14:19; 20.90; 64.00;  0
10:14:20; 20.90; 64.00;  0
10:14:21; 20.90; 64.00;  0
10:14:22; 20.90; 64.00;  0
10:14:23; 20.80; 64.00;  0
10:14:24; 20.80; 64.00;  0
10:14:25; 20.90; 64.00;  0
10:14:26; 20.90; 64.00;  0
10:14:27; 20.90; 64.00;  0
10:14:28; 20.90; 64.00;  0
10:14:29; 20.90; 64.00;  0
10:14:30; 20.90; 64.00;  0
10:14:31; 20.90; 64.00;  0
10:14:32; 20.90; 64.00;  0
10:14:33; 20.90; 64.00;  0
10:14:34; 20.90; 64.00;  0
10:14:35; 20.90; 64.00;  0
10:14:36; 20.90; 64.00;  0
10:14:37; 20.90; 64.00;  0
10:14:38; 20.90; 64.00;  0
10:14:39; 20.90; 64.00;  0
10:14:40; 20.90; 64.00;  0
10:14:41; 20.90; 64.00;  0
10:14:42; 20.90; 64.00;  0
10:14:43; 20.90; 64.00;  0
10:14:44; 20.90; 64.00;  0
10:14:45; 20.90; 65.00;  0
10:14:46; 20.90; 65.00;  0
10:14:47; 20.90; 65.00;  0
10:14:48; 20.90; 65.00;  0
10:14:49; 20.90; 65.00;  0
10:14:50; 20.90; 65.00;  0
10:14:51; 20.90; 64.00;  0
10:14:52; 20.90; 64.00;  0
10:14:53; 20.90; 64.00;  0
10:14:54; 20.90; 64.00;  0
10:14:55; 20.90; 65.00;  0
10:14:56; 20.90; 65.00;  0
10:14:57; 20.80; 65.00;  0
10:14:58; 20.80; 65.00;  0
10:14:59; 20.90; 65.00;  0
10:15:00; 20.90; 65.00;  0
10:15:01; 20.90; 65.00;  0
10:15:02; 20.90; 65.00;  0
10:15:03; 20.90; 65.00;  0
10:15:04; 20.90; 65.00;  0
10:15:05; 20.90; 65.00;  0
10:15:06; 20.90; 65.00;  0
10:15:07; 20.90; 65.00;  0
10:15:08; 20.90; 65.00;  0
10:15:09; 20.90; 65.00;  0
10:15:10; 20.90; 65.00;  0
10:15:11; 20.90; 65.00;  0
10:15:11; 20.90; 65.00;  0
10:15:13; 20.80; 65.00;  0
10:15:13; 20.80; 65.00;  0
10:15:14; 20.90; 65.00;  0
10:15:15; 20.90; 65.00;  0
10:15:16; 20.90; 65.00;  0
10:15:17; 20.90; 65.00;  0
10:15:18; 20.90; 65.00;  0
10:15:19; 20.90; 65.00;  0
10:15:20; 20.80; 65.00;  0
10:15:21; 20.80; 65.00;  0
10:15:22; 20.80; 65.00;  0
10:15:23; 20.80; 65.00;  0
10:15:24; 20.80; 65.00;  0
10:15:25; 20.80; 65.00;  0
10:15:26; 20.80; 65.00;  0
10:15:27; 20.80; 65.00;  0
10:15:28; 20.80; 65.00;  0
10:15:29; 20.80; 65.00;  0
10:15:30; 20.80; 65.00;  0
10:15:31; 20.80; 65.00;  0
10:15:32; 20.80; 65.00;  0
10:15:33; 20.80; 65.00;  0
10:15:34; 20.80; 65.00;  0
10:15:35; 20.80; 65.00;  0
10:15:36; 20.80; 65.00;  0
10:15:37; 20.80; 65.00;  0
10:15:38; 20.80; 65.00;  0
10:15:39; 20.80; 65.00;  0
10:15:40; 20.80; 65.00;  0
10:15:41; 20.80; 65.00;  0
10:15:42; 20.80; 65.00;  0
10:15:44; 20.80; 65.00;  0
10:15:45; 20.80; 65.00;  0
10:15:46; 20.80; 65.00;  0
10:15:47; 20.80; 65.00;  0
10:15:48; 20.80; 65.00;  0
10:15:49; 20.80; 65.00;  0
10:15:50; 20.80; 65.00;  0
10:15:51; 20.80; 65.00;  0
10:15:52; 20.80; 65.00;  0
10:15:53; 20.80; 65.00;  0
10:15:54; 20.80; 65.00;  0
10:15:55; 20.80; 65.00;  0
10:15:56; 20.80; 65.00;  0
10:15:57; 20.80; 65.00;  0
10:15:58; 20.80; 65.00;  0
10:15:59; 20.80; 65.00;  0
10:16:00; 20.80; 65.00;  0
10:16:01; 20.80; 65.00;  0
10:16:02; 20.80; 65.00;  0
10:16:03; 20.80; 65.00;  0
10:16:04; 20.80; 65.00;  0
10:16:05; 20.80; 65.00;  0
10:16:06; 20.80; 65.00;  0
10:16:07; 20.80; 65.00;  0
10:16:08; 20.80; 65.00;  0
10:16:09; 20.80; 65.00;  0
10:16:10; 20.80; 65.00;  0
10:16:11; 20.80; 65.00;  0
10:16:12; 20.80; 65.00;  0
10:16:13; 20.80; 65.00;  0
10:16:14; 20.80; 65.00;  0
10:16:15; 20.80; 65.00;  0
10:16:16; 20.80; 65.00;  0
10:16:17; 20.80; 65.00;  0
10:16:18; 20.80; 65.00;  0
10:16:19; 20.80; 65.00;  0
10:16:20; 20.80; 65.00;  0
10:16:21; 20.80; 65.00;  0
10:16:22; 20.80; 65.00;  0
10:16:23; 20.80; 65.00;  0
10:16:24; 20.80; 65.00;  0
10:16:25; 20.80; 65.00;  0
10:16:26; 20.80; 65.00;  0
10:16:27; 20.80; 65.00;  0
10:16:28; 20.80; 65.00;  0
10:16:29; 20.80; 65.00;  0
10:16:30; 20.80; 65.00;  0
10:16:31; 20.80; 65.00;  0
10:16:32; 20.80; 65.00;  0
10:16:33; 20.80; 65.00;  0
10:16:34; 20.80; 65.00;  0
10:16:35; 20.80; 65.00;  0
10:16:36; 20.80; 65.00;  0
10:16:37; 20.80; 65.00;  0
10:16:38; 20.80; 65.00;  0
10:16:39; 20.80; 65.00;  0
10:16:40; 20.80; 65.00;  0
10:16:41; 20.80; 65.00;  0
10:16:42; 20.80; 65.00;  0
10:16:43; 20.80; 65.00;  0
10:16:44; 20.80; 65.00;  0
10:16:45; 20.80; 65.00;  0
10:16:46; 20.80; 65.00;  0
10:16:47; 20.80; 65.00;  0
10:16:48; 20.80; 65.00;  0
10:16:49; 20.80; 65.00;  0
10:16:50; 20.80; 65.00;  0
10:16:51; 20.80; 65.00;  0
10:16:52; 20.80; 65.00;  0
10:16:53; 20.80; 65.00;  0
10:16:54; 20.80; 65.00;  0
10:16:55; 20.80; 65.00;  0
10:16:56; 20.80; 65.00;  0
10:16:57; 20.80; 65.00;  0
10:16:58; 20.80; 65.00;  0
10:16:59; 20.80; 65.00;  0
10:17:00; 20.80; 65.00;  0
10:17:01; 20.80; 65.00;  0
10:17:02; 20.80; 65.00;  0
10:17:03; 20.80; 65.00;  0
10:17:04; 20.80; 65.00;  0
10:17:05; 20.90; 65.00;  0
10:17:06; 20.90; 65.00;  0
10:17:07; 20.80; 65.00;  0
10:17:08; 20.80; 65.00;  0
10:17:09; 20.80; 65.00;  0
10:17:10; 20.80; 65.00;  0
10:17:11; 20.90; 65.00;  0
10:17:12; 20.90; 65.00;  0
10:17:13; 20.80; 65.00;  0
10:17:14; 20.80; 65.00;  0
10:17:15; 20.90; 65.00;  0
10:17:16; 20.90; 65.00;  0
10:17:17; 20.90; 65.00;  0
10:17:18; 20.90; 65.00;  0
10:17:19; 20.80; 65.00;  0
10:17:20; 20.80; 65.00;  0
10:17:21; 20.90; 65.00;  0
10:17:22; 20.90; 65.00;  0
10:17:23; 20.90; 65.00;  0
10:17:24; 20.90; 65.00;  0
10:17:25; 20.90; 65.00;  0
10:17:26; 20.90; 65.00;  0
10:17:27; 20.90; 65.00;  0
10:17:28; 20.90; 65.00;  0
10:17:29; 20.90; 65.00;  0
10:17:30; 20.90; 65.00;  0
10:17:31; 20.90; 65.00;  0
10:17:32; 20.90; 65.00;  0
10:17:33; 20.90; 65.00;  0
10:17:34; 20.90; 65.00;  0
10:17:35; 20.90; 65.00;  0
10:17:36; 20.90; 65.00;  0
10:17:38; 20.90; 65.00;  0
10:17:38; 20.90; 65.00;  0
10:17:39; 20.90; 65.00;  0
10:17:40; 20.90; 65.00;  0
10:17:41; 20.90; 65.00;  0
10:17:42; 20.90; 65.00;  0
10:17:43; 20.90; 65.00;  0
10:17:44; 20.90; 65.00;  0
10:17:45; 20.90; 65.00;  0
10:17:46; 20.90; 65.00;  0
10:17:47; 20.90; 65.00;  0
10:17:48; 20.90; 65.00;  0
10:17:49; 20.90; 65.00;  0
10:17:50; 20.90; 65.00;  0
10:17:51; 20.90; 65.00;  0
10:17:52; 20.90; 65.00;  0
10:17:53; 20.90; 65.00;  0
10:17:54; 20.90; 65.00;  0
10:17:55; 20.90; 65.00;  0
10:17:56; 20.90; 65.00;  0
10:17:57; 20.90; 65.00;  0
10:17:58; 20.90; 65.00;  0
10:17:59; 20.90; 65.00;  0
10:18:00; 20.90; 65.00;  0
