Dia;       Tuesday, 12. July 2022;  Hora de Inicio;    12:25:47
12:59:21; 31.90; 22.00;  1
12:59:52; 31.90; 22.00;  1
13:00:23; 31.90; 22.00;  1
13:00:54; 31.90; 22.00;  1
13:01:25; 31.90; 22.00;  1
13:01:56; 31.90; 22.00;  1
13:02:27; 31.90; 22.00;  1
13:02:58; 31.90; 22.00;  1
13:03:29; 31.90; 22.00;  1
13:04:00; 31.90; 22.00;  1
13:04:31; 31.90; 22.00;  1
13:05:02; 31.90; 22.00;  1
13:05:33; 31.90; 22.00;  1
13:06:04; 31.90; 22.00;  1
13:06:35; 31.90; 22.00;  1
13:07:06; 31.80; 23.00;  1
13:07:37; 31.80; 23.00;  1
13:08:08; 31.80; 23.00;  1
13:08:39; 31.80; 23.00;  1
13:09:10; 31.80; 23.00;  1
13:09:41; 31.80; 23.00;  1
13:10:12; 31.80; 23.00;  1
13:10:43; 31.80; 23.00;  1
13:11:13; 31.90; 23.00;  1
13:11:44; 31.80; 23.00;  1
13:12:15; 31.90; 23.00;  1
13:12:46; 31.90; 24.00;  1
13:13:16; 31.90; 24.00;  1
13:13:47; 31.90; 24.00;  1
13:14:18; 31.90; 24.00;  1
13:14:49; 31.80; 24.00;  1
13:15:19; 31.90; 24.00;  1
13:15:50; 31.80; 24.00;  1
13:16:20; 31.80; 25.00;  1
13:16:51; 31.80; 25.00;  1
13:17:22; 31.80; 25.00;  1
13:17:52; 31.80; 25.00;  1
13:18:23; 31.80; 25.00;  1
13:18:54; 31.80; 25.00;  1
13:19:25; 31.80; 25.00;  1
13:19:56; 31.80; 25.00;  1
13:20:27; 31.80; 25.00;  1
13:20:58; 31.90; 25.00;  1
13:21:29; 31.90; 25.00;  1
13:22:00; 31.90; 25.00;  1
13:22:31; 31.90; 25.00;  1
13:23:02; 31.90; 25.00;  1
13:23:33; 31.90; 25.00;  1
13:24:04; 31.90; 25.00;  1
13:24:35; 31.90; 25.00;  1
13:25:06; 31.90; 25.00;  1
13:25:37; 31.90; 25.00;  1
13:26:08; 31.90; 25.00;  1
13:26:39; 31.90; 25.00;  1
13:27:10; 32.00; 25.00;  1
13:27:41; 32.00; 25.00;  1
13:28:11; 31.90; 25.00;  1
13:28:42; 32.00; 25.00;  1
13:29:13; 32.00; 25.00;  1
13:29:44; 31.90; 25.00;  1
13:30:14; 31.90; 25.00;  1
13:30:45; 31.90; 25.00;  1
13:31:15; 32.00; 25.00;  1
13:31:46; 32.00; 25.00;  1
13:32:17; 32.00; 25.00;  1
13:32:48; 32.00; 25.00;  1
13:33:18; 32.10; 25.00;  1
13:33:49; 32.10; 25.00;  1
13:34:20; 32.10; 25.00;  1
13:34:51; 32.10; 25.00;  1
13:35:21; 32.10; 25.00;  1
13:35:52; 32.10; 25.00;  1
13:36:23; 32.10; 25.00;  1
13:36:54; 32.10; 25.00;  1
13:37:25; 32.10; 24.00;  1
13:37:56; 32.10; 24.00;  1
13:38:27; 32.10; 24.00;  1
13:38:58; 32.10; 24.00;  1
13:39:29; 32.10; 24.00;  1
13:40:00; 32.10; 24.00;  1
13:40:31; 32.10; 24.00;  1
13:41:02; 32.10; 24.00;  1
13:41:33; 32.10; 24.00;  1
13:42:04; 32.10; 24.00;  1
13:42:35; 32.10; 24.00;  1
13:43:06; 32.10; 24.00;  1
13:43:37; 32.10; 24.00;  1
13:44:08; 32.10; 24.00;  1
13:44:39; 32.10; 24.00;  1
13:45:10; 32.10; 24.00;  1
13:45:41; 32.10; 24.00;  1
13:46:11; 32.10; 24.00;  1
13:46:42; 32.10; 24.00;  1
13:47:13; 32.10; 24.00;  1
13:47:44; 32.10; 24.00;  1
13:48:14; 32.10; 24.00;  1
13:48:45; 32.10; 24.00;  1
13:49:16; 32.10; 24.00;  1
13:49:47; 32.10; 24.00;  1
13:50:17; 32.10; 24.00;  1
13:50:48; 32.10; 23.00;  1
13:51:19; 32.10; 23.00;  1
13:51:50; 32.10; 23.00;  1
13:52:20; 32.10; 23.00;  1
13:52:51; 32.10; 23.00;  1
13:53:22; 32.10; 23.00;  1
13:53:52; 32.10; 23.00;  1
13:54:23; 32.10; 23.00;  1
13:54:54; 32.10; 23.00;  1
13:55:25; 32.10; 23.00;  1
13:55:56; 32.10; 23.00;  1
13:56:27; 32.10; 24.00;  1
13:56:58; 32.10; 23.00;  1
13:57:29; 32.10; 23.00;  1
13:58:00; 32.10; 23.00;  1
13:58:31; 32.10; 23.00;  1
13:59:02; 32.00; 23.00;  1
13:59:33; 32.00; 23.00;  1
14:00:04; 32.00; 23.00;  1
14:00:35; 32.00; 23.00;  1
14:01:06; 32.00; 24.00;  1
14:01:37; 32.00; 24.00;  1
14:02:08; 32.00; 24.00;  1
14:02:39; 32.00; 24.00;  1
14:03:10; 32.00; 24.00;  1
14:03:41; 32.10; 24.00;  1
14:04:12; 32.10; 24.00;  1
14:04:43; 32.10; 24.00;  1
14:05:13; 32.10; 24.00;  1
14:05:44; 32.10; 24.00;  1
14:06:15; 32.10; 24.00;  1
14:06:46; 32.00; 24.00;  1
14:07:16; 32.00; 24.00;  1
14:07:47; 32.00; 24.00;  1
14:08:18; 32.00; 24.00;  1
14:08:49; 31.90; 24.00;  1
14:09:19; 32.00; 24.00;  1
14:09:50; 32.00; 24.00;  1
14:10:21; 32.00; 24.00;  1
14:10:52; 31.90; 24.00;  1
14:11:23; 31.90; 24.00;  1
14:11:54; 32.00; 24.00;  1
14:12:25; 32.00; 24.00;  1
14:12:56; 31.90; 24.00;  1
14:13:27; 31.90; 24.00;  1
14:13:58; 31.90; 24.00;  1
14:14:29; 31.90; 24.00;  1
14:15:00; 31.80; 24.00;  1
14:15:31; 31.80; 25.00;  1
14:16:02; 31.80; 25.00;  1
14:16:33; 31.80; 25.00;  1
14:17:04; 31.80; 25.00;  1
14:17:35; 31.80; 25.00;  1
14:18:06; 31.70; 25.00;  1
14:18:37; 31.70; 25.00;  1
14:19:08; 31.80; 25.00;  1
14:19:39; 31.80; 25.00;  1
14:20:10; 31.80; 25.00;  1
14:20:41; 31.80; 25.00;  1
14:21:12; 31.80; 25.00;  1
14:21:43; 31.80; 25.00;  1
14:22:13; 31.80; 25.00;  1
14:22:44; 31.80; 25.00;  1
14:23:15; 31.80; 25.00;  1
14:23:46; 31.80; 25.00;  1
14:24:16; 31.90; 25.00;  1
14:24:47; 31.90; 25.00;  1
14:25:18; 31.80; 25.00;  1
14:25:49; 31.80; 25.00;  1
14:26:19; 31.80; 25.00;  1
14:26:50; 31.80; 25.00;  1
14:27:21; 31.80; 25.00;  1
14:27:52; 31.80; 25.00;  1
14:28:23; 31.80; 25.00;  1
14:28:54; 31.80; 25.00;  1
14:29:25; 31.80; 25.00;  1
14:29:56; 31.80; 26.00;  1
14:30:27; 31.80; 26.00;  1
14:30:58; 31.80; 26.00;  1
14:31:29; 31.80; 25.00;  1
14:32:00; 31.90; 25.00;  1
14:32:31; 31.90; 25.00;  1
14:33:02; 31.90; 25.00;  1
14:33:33; 31.90; 25.00;  1
14:34:04; 31.90; 25.00;  1
14:34:35; 31.80; 25.00;  1
14:35:06; 31.80; 25.00;  1
14:35:37; 31.80; 25.00;  1
14:36:08; 31.80; 26.00;  1
14:36:39; 31.80; 25.00;  1
14:37:10; 31.90; 25.00;  1
14:37:41; 31.90; 25.00;  1
14:38:12; 31.90; 25.00;  1
14:38:43; 32.00; 25.00;  1
14:39:13; 31.90; 25.00;  1
14:39:44; 32.00; 25.00;  1
14:40:15; 32.00; 25.00;  1
14:40:46; 31.90; 25.00;  1
14:41:16; 31.90; 25.00;  1
14:41:47; 31.90; 25.00;  1
14:42:18; 31.80; 25.00;  1
14:42:49; 31.90; 25.00;  1
14:43:19; 31.90; 25.00;  1
14:43:50; 31.90; 25.00;  1
14:44:21; 31.80; 25.00;  1
14:44:52; 31.80; 25.00;  1
14:45:23; 31.90; 25.00;  1
14:45:54; 31.90; 25.00;  1
14:46:25; 32.00; 25.00;  1
14:46:56; 32.00; 25.00;  1
14:47:27; 32.00; 25.00;  1
14:47:58; 31.90; 25.00;  1
14:48:29; 31.90; 25.00;  1
14:49:00; 32.00; 24.00;  1
14:49:31; 32.00; 24.00;  1
14:50:02; 32.00; 25.00;  1
14:50:33; 32.00; 24.00;  1
14:51:04; 31.90; 24.00;  1
14:51:35; 31.90; 24.00;  1
14:52:06; 31.90; 24.00;  1
14:52:37; 31.90; 24.00;  1
14:53:08; 31.90; 24.00;  1
14:53:39; 32.00; 24.00;  1
14:54:10; 31.90; 24.00;  1
14:54:41; 31.80; 24.00;  1
14:55:12; 31.90; 24.00;  1
14:55:43; 31.90; 24.00;  1
14:56:13; 31.90; 24.00;  1
14:56:44; 31.90; 24.00;  1
14:57:15; 31.90; 24.00;  1
14:57:46; 32.00; 24.00;  1
14:58:16; 31.90; 24.00;  1
14:58:47; 31.90; 24.00;  1
14:59:18; 32.00; 24.00;  1
14:59:49; 31.90; 24.00;  1
15:00:19; 31.80; 24.00;  1
15:00:50; 31.80; 24.00;  1
15:01:20; 31.90; 24.00;  1
15:01:51; 31.80; 24.00;  1
15:02:22; 31.90; 24.00;  1
15:02:52; 31.80; 24.00;  1
15:03:23; 31.80; 24.00;  1
15:03:54; 31.80; 24.00;  1
15:04:25; 31.90; 24.00;  1
15:04:56; 31.90; 23.00;  1
15:05:27; 31.90; 23.00;  1
15:05:58; 31.90; 23.00;  1
15:06:29; 32.00; 23.00;  1
15:07:00; 32.00; 23.00;  1
15:07:31; 32.00; 23.00;  1
15:08:02; 32.00; 23.00;  1
15:08:33; 32.00; 23.00;  1
15:09:04; 32.10; 22.00;  1
15:09:35; 32.10; 22.00;  1
15:10:06; 32.10; 22.00;  1
15:10:37; 32.10; 22.00;  1
15:11:08; 32.10; 22.00;  1
15:11:39; 32.10; 22.00;  1
15:12:10; 32.10; 22.00;  1
15:12:41; 32.10; 22.00;  1
15:13:11; 32.10; 22.00;  1
15:13:42; 32.10; 22.00;  1
15:14:13; 32.10; 22.00;  1
15:14:44; 32.10; 22.00;  1
15:15:14; 32.10; 22.00;  1
15:15:45; 32.10; 22.00;  1
15:16:15; 32.10; 22.00;  1
15:16:46; 32.10; 22.00;  1
15:17:17; 32.10; 22.00;  1
15:17:48; 32.00; 22.00;  1
15:18:18; 32.10; 21.00;  1
15:18:49; 32.10; 21.00;  1
15:19:20; 32.20; 20.00;  1
15:19:51; 32.30; 21.00;  1
15:20:21; 32.30; 21.00;  1
15:20:52; 32.30; 21.00;  1
15:21:23; 32.30; 21.00;  1
15:21:54; 32.30; 21.00;  1
15:22:25; 32.30; 21.00;  1
15:22:56; 32.30; 21.00;  1
15:23:27; 32.30; 21.00;  1
15:23:58; 32.30; 21.00;  1
15:24:29; 32.30; 21.00;  1
15:25:00; 32.30; 21.00;  1
15:25:31; 32.30; 21.00;  1
15:26:02; 32.30; 21.00;  1
15:26:33; 32.20; 20.00;  1
15:27:04; 32.30; 21.00;  1
15:27:35; 32.30; 21.00;  1
15:28:06; 32.30; 21.00;  1
15:28:37; 32.30; 21.00;  1
15:29:08; 32.30; 21.00;  1
15:29:39; 32.30; 21.00;  1
15:30:10; 32.30; 21.00;  1
15:30:41; 32.30; 21.00;  1
15:31:11; 32.30; 21.00;  1
15:31:42; 32.30; 21.00;  1
15:32:13; 32.30; 21.00;  1
15:32:44; 32.30; 21.00;  1
15:33:14; 32.30; 21.00;  1
15:33:45; 32.30; 21.00;  1
15:34:16; 32.30; 21.00;  1
15:34:47; 32.30; 21.00;  1
15:35:17; 32.30; 21.00;  1
15:35:48; 32.30; 21.00;  1
15:36:19; 32.30; 21.00;  1
15:36:50; 32.30; 21.00;  1
15:37:20; 32.30; 21.00;  1
15:37:51; 32.30; 21.00;  1
15:38:22; 32.30; 21.00;  1
15:38:52; 32.30; 21.00;  1
15:39:23; 32.30; 20.00;  1
15:39:54; 32.30; 20.00;  1
15:40:25; 32.30; 20.00;  1
15:40:56; 32.30; 20.00;  1
15:41:27; 32.20; 19.00;  1
15:41:58; 32.20; 19.00;  1
15:42:29; 32.20; 19.00;  1
15:43:00; 32.20; 19.00;  1
15:43:31; 32.10; 19.00;  1
15:44:02; 32.10; 19.00;  1
15:44:33; 32.10; 19.00;  1
15:45:04; 32.00; 19.00;  1
15:45:35; 32.00; 19.00;  1
15:46:06; 31.90; 19.00;  1
15:46:37; 31.90; 19.00;  1
15:47:08; 31.90; 19.00;  1
15:47:39; 32.00; 19.00;  1
15:48:10; 32.00; 19.00;  1
15:48:41; 32.10; 19.00;  1
15:49:12; 32.10; 19.00;  1
15:49:43; 32.00; 19.00;  1
15:50:13; 32.00; 19.00;  1
15:50:44; 32.00; 19.00;  1
15:51:15; 32.00; 19.00;  1
15:51:46; 32.00; 19.00;  1
15:52:16; 32.00; 19.00;  1
15:52:47; 32.00; 19.00;  1
15:53:18; 32.00; 18.00;  1
15:53:49; 32.00; 18.00;  1
15:54:19; 32.00; 18.00;  1
15:54:50; 32.00; 18.00;  1
15:55:21; 32.00; 18.00;  1
15:55:52; 32.00; 19.00;  1
15:56:23; 32.00; 18.00;  1
15:56:54; 32.00; 18.00;  1
15:57:25; 32.00; 18.00;  1
15:57:56; 32.00; 18.00;  1
15:58:27; 32.00; 18.00;  1
15:58:58; 31.90; 18.00;  1
15:59:29; 31.90; 18.00;  1
16:00:00; 31.90; 18.00;  1
16:00:31; 31.90; 18.00;  1
16:01:02; 31.90; 18.00;  1
16:01:32; 32.00; 18.00;  1
16:02:03; 32.00; 18.00;  1
16:02:34; 32.00; 18.00;  1
16:03:05; 32.00; 18.00;  1
16:03:36; 32.00; 18.00;  1
16:04:07; 32.00; 18.00;  1
16:04:38; 32.00; 18.00;  1
16:05:09; 32.00; 18.00;  1
16:05:40; 32.00; 18.00;  1
16:06:11; 32.00; 18.00;  1
16:06:42; 32.00; 18.00;  1
16:07:13; 32.10; 18.00;  1
16:07:44; 32.10; 18.00;  1
16:08:15; 32.10; 18.00;  1
16:08:46; 32.10; 18.00;  1
16:09:17; 32.10; 17.00;  1
16:09:48; 32.00; 18.00;  1
16:10:18; 32.00; 17.00;  1
16:10:49; 32.00; 18.00;  1
16:11:20; 32.00; 17.00;  1
16:11:51; 32.00; 17.00;  1
16:12:22; 32.00; 17.00;  1
16:12:53; 32.00; 17.00;  1
16:13:24; 32.00; 17.00;  1
16:13:55; 32.00; 17.00;  1
16:14:26; 31.90; 18.00;  1
16:14:57; 31.90; 17.00;  1
16:15:28; 31.90; 18.00;  1
16:15:59; 31.90; 18.00;  1
16:16:30; 31.80; 18.00;  1
16:17:00; 31.80; 18.00;  1
16:17:31; 31.80; 18.00;  1
16:18:02; 31.80; 18.00;  1
16:18:32; 31.90; 18.00;  1
16:19:03; 31.90; 18.00;  1
16:19:34; 31.90; 18.00;  1
16:20:05; 31.90; 17.00;  1
16:20:36; 31.90; 18.00;  1
16:21:07; 31.90; 17.00;  1
16:21:38; 32.00; 17.00;  1
16:22:09; 32.00; 17.00;  1
16:22:40; 32.00; 17.00;  1
16:23:11; 32.00; 17.00;  1
16:23:42; 32.00; 17.00;  1
16:24:13; 32.00; 17.00;  1
16:24:44; 32.00; 17.00;  1
16:25:14; 32.00; 17.00;  1
16:25:45; 32.00; 17.00;  1
16:26:16; 32.00; 17.00;  1
16:26:47; 32.00; 17.00;  1
16:27:18; 32.00; 17.00;  1
16:27:49; 32.10; 17.00;  1
16:28:20; 32.10; 17.00;  1
16:28:51; 32.10; 17.00;  1
16:29:22; 32.10; 16.00;  1
16:29:53; 32.10; 16.00;  1
16:30:24; 32.10; 16.00;  1
16:30:55; 32.10; 16.00;  1
16:31:26; 32.10; 16.00;  1
16:31:57; 32.10; 16.00;  1
16:32:27; 32.10; 16.00;  1
16:32:58; 32.10; 16.00;  1
16:33:29; 32.00; 16.00;  1
16:33:59; 32.00; 16.00;  1
16:34:30; 32.00; 16.00;  1
16:35:01; 32.00; 16.00;  1
16:35:32; 32.00; 15.00;  1
16:36:03; 32.00; 15.00;  1
16:36:34; 32.00; 15.00;  1
16:37:05; 32.00; 15.00;  1
16:37:36; 32.00; 15.00;  1
16:38:07; 32.00; 15.00;  1
16:38:38; 32.00; 15.00;  1
16:39:09; 32.00; 15.00;  1
16:39:40; 31.90; 15.00;  1
16:40:11; 31.90; 15.00;  1
16:40:42; 31.90; 15.00;  1
16:41:13; 31.90; 15.00;  1
16:41:44; 31.90; 15.00;  1
16:42:15; 31.90; 15.00;  1
16:42:46; 32.00; 15.00;  1
16:43:17; 32.00; 15.00;  1
16:43:48; 32.10; 15.00;  1
16:44:18; 32.10; 15.00;  1
16:44:49; 32.10; 15.00;  1
16:45:20; 32.10; 15.00;  1
16:45:51; 32.10; 15.00;  1
16:46:22; 32.10; 15.00;  1
16:46:53; 32.10; 14.00;  1
16:47:23; 32.10; 15.00;  1
16:47:54; 32.10; 15.00;  1
16:48:25; 32.00; 15.00;  1
16:48:55; 32.00; 15.00;  1
16:49:26; 32.00; 15.00;  1
16:49:57; 32.00; 15.00;  1
16:50:28; 32.00; 15.00;  1
16:50:59; 32.00; 15.00;  1
16:51:30; 31.90; 15.00;  1
16:52:01; 31.90; 15.00;  1
16:52:32; 31.90; 15.00;  1
16:53:03; 31.80; 15.00;  1
16:53:34; 31.80; 15.00;  1
16:54:05; 31.80; 15.00;  1
16:54:36; 31.80; 15.00;  1
16:55:07; 31.80; 15.00;  1
16:55:38; 31.80; 15.00;  1
16:56:09; 31.80; 15.00;  1
16:56:40; 31.80; 15.00;  1
16:57:11; 31.80; 15.00;  1
16:57:42; 31.80; 15.00;  1
16:58:13; 31.80; 15.00;  1
16:58:44; 31.80; 15.00;  1
16:59:14; 31.80; 15.00;  1
16:59:45; 31.80; 15.00;  1
17:00:16; 31.80; 15.00;  1
17:00:47; 31.70; 15.00;  1
17:01:18; 31.70; 15.00;  1
